Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,score,Quintile,MessageQuintileNat,start,end,today,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,12,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,13,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,14,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,15,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,16,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,17,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,18,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,19,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,20,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,21,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,22,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,23,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,24,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,25,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,26,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,27,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,28,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,29,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,30,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,31,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,32,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,33,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,34,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,35,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,36,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,37,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,38,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,39,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,40,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,41,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,42,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,43,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,44,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,45,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,46,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,47,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,48,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,49,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,50,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,51,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,52,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,53,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,54,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,55,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,56,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,57,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,58,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,59,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,60,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,61,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,62,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,63,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,64,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,65,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,66,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,67,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,68,,-1,,
